Sort Type: Merge Sort - By Priority Level (Descending)
KPI Code; Pillar Code; Current Progress; Target Year; Priority Level; Reporting Ministry; Quarterly Change; Priority Score;
TE-1.2-1;T;56.9;2030;2;MOF;0.5;75;
VS-5.3-1;V;66.3;2026;2;MOU;0.8;85;
TE-4.2-3;T;52.9;2031;2;MOF;9.6;75;
VS-4.2-2;V;82.9;2030;2;MOU;0.2;55;
TE-1.3-1;T;71.4;2030;2;MOF;-6.5;70;
VS-5.1-7;V;71.0;2027;2;MOU;1.3;75;
TE-4.2-5;T;64.7;2030;2;MOF;5.1;60;
VS-4.3-9;V;76.5;2030;2;MCI;-4.4;65;
VS-2.2-3;V;79.5;2027;2;MOU;2.1;75;
VS-4.2-8;V;75.5;2029;2;MOU;4.3;55;
VS-5.2-4;V;81.4;2028;2;MCI;1.9;65;
TE-1.2-2;T;69.3;2029;2;MISA;-8.5;70;
TE-4.1-4;T;56.4;2030;2;MOC;-8.9;85;
TE-1.2-9;T;52.3;2029;2;MOT;1.1;75;
VS-1.1-7;V;65.9;2026;2;MCY;-8.6;95;
TE-2.3-1;T;75.6;2031;2;MOL;1.5;60;
VS-3.3-4;V;77.5;2030;2;MOU;1.7;55;
VS-4.2-3;V;74.6;2028;2;MOH;-4.3;75;
VS-1.1-5;V;84.5;2028;2;MCI;1.1;65;
VS-5.1-5;V;73.3;2028;2;MOU;0.3;65;
TE-2.2-1;T;75.1;2030;2;MOC;6.5;60;
VS-3.2-6;V;62.1;2029;2;MOH;1.9;55;
VS-1.2-4;V;59.4;2029;2;MOU;7.9;70;
VS-4.2-1;V;58.0;2027;2;MCY;5.1;90;
VS-5.3-5;V;55.5;2030;2;MCY;-8.6;80;
TE-2.1-5;T;67.5;2029;2;MISA;-9.6;70;
VS-4.3-1;V;63.8;2026;2;MOH;-2.8;95;
VS-4.1-5;V;86.7;2029;2;MOU;0.3;55;
VS-5.1-2;V;77.0;2026;2;MOU;7.2;85;
VS-5.1-7;V;83.6;2027;2;MOH;-2.0;85;
VS-4.1-7;V;65.0;2029;2;MOU;-10.0;65;
TE-2.2-5;T;65.0;2031;2;MOL;-7.6;70;
VS-5.2-6;V;71.4;2028;2;MCY;6.1;65;
TE-3.3-1;T;63.5;2030;2;MOC;-8.2;70;
TE-2.2-3;T;61.5;2030;2;MOC;4.3;60;
TE-4.3-7;T;63.5;2030;2;MOF;9.9;60;
VS-1.1-7;V;76.2;2027;2;MOH;-0.5;85;
TE-1.3-8;T;54.9;2029;2;MOF;6.5;75;
VS-2.2-9;V;86.9;2030;2;MOS;-1.7;65;
TE-5.3-8;T;65.9;2030;2;MISA;4.2;60;
VS-5.1-2;V;53.4;2026;2;MOS;5.9;100;
VS-2.2-4;V;85.7;2030;2;MOH;-1.5;65;
TE-1.3-5;T;79.3;2029;2;MOL;1.1;60;
TE-1.1-4;T;67.1;2029;2;MISA;4.5;60;
TE-4.2-6;T;64.5;2029;2;MOT;-7.6;70;
TE-2.2-7;T;75.6;2030;2;MOC;5.1;60;
TE-4.3-2;T;78.2;2030;2;MOC;-6.7;70;
TE-5.1-9;T;68.1;2030;2;MOT;-1.2;70;
TE-4.1-7;T;53.4;2031;2;MISA;5.3;75;
VS-4.1-1;V;60.8;2029;2;MOU;-5.8;65;
VS-2.3-8;V;50.2;2027;2;MCI;-3.9;100;
TE-4.3-2;T;65.2;2029;2;MOT;-2.0;70;
TE-1.3-5;T;60.6;2031;2;MOC;0.1;60;
VS-3.1-8;V;57.6;2028;2;MCY;4.0;80;
TE-1.2-4;T;69.0;2031;2;MISA;6.7;60;
VS-2.3-9;V;80.3;2028;2;MCY;0.5;65;
TE-3.2-3;T;55.4;2029;2;MOT;-3.8;85;
TE-4.2-2;T;59.2;2029;2;MISA;-4.4;85;
TE-3.3-9;T;69.6;2031;2;MOC;-6.9;70;
VS-5.2-8;V;87.5;2029;2;MCI;-2.0;65;
VS-2.2-8;V;55.7;2026;2;MOU;7.9;100;
TE-2.1-1;T;53.2;2031;2;MOC;5.3;75;
VS-3.2-7;V;74.5;2026;2;MCY;-0.0;85;
TE-3.2-1;T;62.8;2029;2;MOL;-3.5;70;
VS-4.3-7;V;80.9;2029;2;MOH;1.0;55;
TE-1.1-8;T;76.0;2031;2;MISA;-2.0;70;
VS-5.3-5;V;88.5;2029;2;MCY;0.3;55;
TE-1.2-5;T;56.6;2029;2;MOF;7.5;75;
VS-5.3-4;V;54.3;2030;2;MCI;3.8;70;
VS-1.2-9;V;69.0;2026;2;MCI;0.1;85;
VS-3.3-6;V;76.7;2028;2;MCY;-9.9;75;
TE-2.1-3;T;57.9;2029;2;MOT;-5.7;85;
TE-5.1-2;T;63.2;2031;2;MISA;-6.5;70;
VS-2.1-2;V;88.5;2026;2;MCY;1.8;85;
TE-5.3-2;T;55.0;2029;2;MOL;6.4;75;
TE-3.1-5;T;53.0;2029;2;MOC;5.8;75;
VS-4.1-4;V;76.7;2030;2;MCI;6.7;55;
TE-3.2-4;T;68.5;2031;2;MOL;8.8;60;
VS-5.2-1;V;80.2;2026;2;MOU;2.0;85;
VS-2.2-7;V;84.1;2026;2;MOH;-1.3;95;
TE-2.2-3;T;77.3;2031;2;MOF;-8.7;70;
VS-5.1-7;V;68.9;2026;2;MCY;6.6;85;
VS-2.2-7;V;54.3;2026;2;MOH;0.7;100;
VS-5.1-6;V;68.9;2027;2;MCY;2.0;75;
VS-4.1-2;V;87.4;2027;2;MCI;-1.0;85;
VS-5.3-6;V;71.7;2028;2;MOS;0.3;65;
TE-3.2-1;T;77.9;2029;2;MOF;1.7;60;
TE-4.2-5;T;51.8;2029;2;MISA;3.1;75;
TE-4.2-4;T;59.2;2029;2;MOT;-1.4;85;
VS-5.2-9;V;51.5;2026;2;MCI;-1.2;100;
TE-1.3-5;T;65.8;2029;2;MOC;5.4;60;
TE-2.3-8;T;56.4;2031;2;MISA;0.9;75;
TE-3.2-5;T;66.8;2030;2;MOC;-3.3;70;
VS-2.1-2;V;65.0;2030;2;MOH;4.8;55;
TE-2.1-8;T;57.0;2029;2;MOF;8.0;75;
VS-3.2-6;V;89.1;2026;2;MCI;1.3;85;
VS-4.2-4;V;88.4;2028;2;MOS;-0.6;75;
TE-3.3-7;T;57.7;2030;2;MOT;-0.3;85;
TE-1.2-3;T;63.5;2030;2;MOC;1.3;60;
TE-1.3-9;T;61.6;2030;2;MOT;5.8;60;
TE-5.2-2;T;58.9;2029;2;MOC;3.0;75;
TE-5.3-4;T;68.4;2029;2;MOF;3.1;60;
TE-5.3-3;T;60.2;2030;2;MOT;-2.6;70;
VS-4.2-3;V;69.5;2026;2;MOU;5.2;85;
VS-3.2-6;V;82.7;2030;2;MOH;2.1;55;
TE-2.2-6;T;66.4;2030;2;MOC;-6.1;70;
TE-4.3-6;T;54.2;2030;2;MOT;6.6;75;
VS-3.3-5;V;53.4;2028;2;MCI;1.8;80;
TE-3.1-7;T;51.5;2030;2;MOC;-0.5;85;
TE-4.2-4;T;79.0;2031;2;MISA;-2.4;70;
VS-2.3-7;V;76.9;2030;2;MOH;-8.6;65;
VS-2.1-9;V;63.4;2028;2;MOU;2.0;65;
VS-5.1-3;V;70.2;2029;2;MOS;-0.0;55;
TE-4.3-9;T;73.1;2029;2;MOC;-3.5;70;
TE-5.1-5;T;75.6;2031;2;MISA;-3.5;70;
TE-1.2-4;T;52.9;2030;2;MOT;0.3;75;
TE-1.2-9;T;50.8;2030;2;MISA;2.3;75;
TE-1.1-3;T;71.8;2030;2;MOT;3.9;60;
TE-1.3-5;T;65.1;2031;2;MOT;-8.4;70;
VS-2.3-5;V;69.6;2026;2;MOS;7.3;85;
TE-4.1-6;T;79.1;2030;2;MOF;4.8;60;
TE-5.2-4;T;60.6;2030;2;MOF;-8.2;70;
TE-2.2-3;T;53.0;2029;2;MOF;-5.6;85;
TE-3.3-8;T;78.6;2031;2;MOT;-3.9;70;
VS-4.1-9;V;72.2;2030;2;MOH;-7.4;65;
VS-3.2-2;V;57.1;2027;2;MOH;-2.2;100;
TE-4.1-1;T;73.6;2031;2;MOF;6.0;60;
TE-5.2-7;T;71.3;2030;2;MOC;-7.6;70;
TE-5.3-7;T;51.8;2031;2;MISA;-8.6;85;
TE-3.2-4;T;60.9;2030;2;MOT;-9.0;70;
VS-4.1-9;V;62.6;2028;2;MOU;-5.5;75;
VS-2.3-7;V;58.3;2028;2;MOH;-2.0;90;
VS-5.2-4;V;56.0;2027;2;MCY;9.9;90;
VS-3.2-1;V;62.8;2026;2;MOH;-3.6;95;
VS-3.3-9;V;77.5;2029;2;MOU;-1.1;65;
TE-4.1-1;T;72.7;2031;2;MOF;-0.8;70;
VS-5.2-5;V;60.9;2026;2;MOS;-7.0;95;
TE-3.3-8;T;51.8;2031;2;MOF;1.7;75;
TE-3.2-9;T;78.7;2031;2;MISA;5.5;60;
TE-2.2-1;T;76.0;2031;2;MOF;-3.7;70;
TE-3.2-3;T;71.2;2029;2;MOT;-4.1;70;
TE-4.1-8;T;73.2;2031;2;MOC;4.6;60;
TE-4.2-4;T;77.1;2030;2;MOT;-2.0;70;
VS-1.1-8;V;52.3;2028;2;MOU;0.7;80;
TE-4.1-4;T;61.1;2031;2;MOF;-3.3;70;
VS-5.2-5;V;66.3;2029;2;MOH;-8.5;65;
VS-5.2-3;V;64.1;2030;2;MOU;-4.4;65;
VS-2.2-3;V;86.5;2028;2;MCI;-0.1;75;
VS-2.2-4;V;84.6;2030;2;MOS;1.7;55;
TE-3.1-6;T;52.1;2031;2;MOT;-4.5;85;
VS-3.2-2;V;82.6;2027;2;MCY;2.4;75;
VS-5.1-3;V;61.6;2030;2;MOH;1.2;55;
VS-3.2-3;V;84.7;2026;2;MOH;2.3;85;
TE-2.1-6;T;66.6;2029;2;MOT;7.5;60;
TE-1.2-4;T;73.0;2031;2;MISA;-0.9;70;
VS-4.1-2;V;85.8;2030;2;MOU;-0.9;65;
TE-3.3-9;T;76.1;2031;2;MOT;5.1;60;
VS-4.2-3;V;57.9;2028;2;MOS;9.0;80;
VS-2.1-2;V;64.8;2027;2;MOH;-5.1;85;
VS-3.1-1;V;83.9;2027;2;MCI;1.8;75;
VS-1.1-4;V;60.1;2026;2;MCI;-8.7;95;
TE-1.3-3;T;70.6;2031;2;MISA;1.1;60;
TE-5.3-9;T;56.3;2029;2;MOL;-2.2;85;
VS-4.1-1;V;55.8;2026;2;MOH;4.2;100;
TE-5.3-2;T;74.9;2029;2;MOC;5.9;60;
VS-1.2-5;V;76.0;2026;2;MOU;-0.4;95;
VS-4.3-1;V;70.8;2026;2;MOH;2.4;85;
VS-1.2-6;V;58.7;2028;2;MOU;4.7;80;
TE-5.3-3;T;55.8;2030;2;MISA;-7.9;85;
TE-4.2-1;T;60.9;2029;2;MISA;-5.7;70;
VS-1.3-6;V;67.7;2030;2;MCY;-0.8;65;
TE-3.3-3;T;69.7;2030;2;MISA;-7.5;70;
TE-2.2-5;T;58.4;2029;2;MOC;8.0;75;
VS-5.2-1;V;79.0;2028;2;MOU;-9.9;75;
TE-4.1-6;T;75.0;2029;2;MOC;1.1;60;
VS-5.3-4;V;60.8;2029;2;MOH;3.4;55;
TE-4.2-1;T;52.2;2029;2;MISA;-6.8;85;
TE-5.1-4;T;74.6;2029;2;MOF;-5.4;70;
TE-2.2-7;T;79.5;2030;2;MOT;-1.7;70;
VS-3.3-5;V;82.8;2030;2;MOU;-1.6;65;
TE-3.1-6;T;60.0;2029;2;MOF;-3.2;70;
TE-1.2-1;T;52.7;2030;2;MOL;-3.5;85;
TE-3.3-6;T;57.3;2030;2;MOT;2.9;75;
TE-1.3-2;T;60.9;2029;2;MOF;2.9;60;
VS-5.2-8;V;71.2;2029;2;MCI;-6.4;65;
VS-2.2-2;V;67.7;2027;1;MCI;-8.7;75;
TE-5.1-8;T;65.7;2029;1;MISA;3.3;50;
TE-3.2-3;T;59.1;2031;1;MISA;2.8;65;
VS-2.1-9;V;68.9;2029;1;MCI;-8.9;55;
VS-2.2-2;V;79.8;2026;1;MCI;-1.8;85;
VS-2.2-7;V;60.8;2027;1;MOH;6.2;65;
TE-4.3-5;T;77.4;2029;1;MOF;-4.9;60;
TE-1.1-3;T;79.9;2030;1;MISA;-4.0;60;
TE-5.1-4;T;64.3;2029;1;MISA;-1.0;60;
TE-2.3-4;T;72.5;2031;1;MOL;5.1;50;
TE-1.3-3;T;78.1;2031;1;MOT;9.0;50;
TE-5.1-9;T;75.4;2030;1;MOC;-5.7;60;
TE-4.1-9;T;76.5;2030;1;MOL;6.1;50;
VS-2.2-2;V;66.2;2028;1;MOS;-3.4;65;
TE-1.2-2;T;66.1;2030;1;MOF;-2.4;60;
VS-2.2-8;V;85.8;2028;1;MOU;1.8;55;
TE-4.2-4;T;66.1;2029;1;MISA;7.4;50;
TE-3.3-7;T;71.8;2030;1;MOT;3.6;50;
TE-5.2-1;T;58.8;2031;1;MOT;-8.4;75;
VS-1.1-8;V;58.0;2029;1;MOU;9.5;60;
VS-2.3-3;V;66.6;2027;1;MOH;-7.8;75;
VS-4.1-9;V;57.1;2030;1;MOS;-3.1;70;
VS-3.3-9;V;71.6;2029;1;MCI;-9.6;55;
TE-5.2-3;T;78.2;2030;1;MISA;0.2;50;
TE-5.1-1;T;77.3;2030;1;MOC;5.2;50;
VS-2.1-7;V;55.3;2027;1;MCI;2.1;80;
TE-5.3-5;T;52.8;2031;1;MOL;-5.6;75;
VS-2.2-2;V;68.4;2028;1;MOU;8.5;55;
VS-1.3-6;V;54.6;2028;1;MOS;5.7;70;
VS-5.2-7;V;55.4;2027;1;MOS;-3.1;90;
TE-5.2-8;T;55.6;2029;1;MOF;1.5;65;
TE-2.1-8;T;75.7;2031;1;MOT;4.3;50;
TE-4.3-8;T;52.5;2031;1;MOC;-4.9;75;
VS-1.1-6;V;80.8;2030;1;MCY;-0.1;55;
TE-3.1-4;T;72.2;2031;1;MOT;-0.6;60;
TE-4.3-2;T;79.3;2031;1;MOC;-4.5;60;
TE-3.1-2;T;59.8;2030;1;MOC;9.9;65;
VS-2.1-2;V;63.6;2026;1;MCI;-7.9;85;
VS-2.1-7;V;69.4;2029;1;MCI;-8.5;55;
VS-2.2-4;V;83.3;2030;1;MCY;0.2;45;
TE-3.1-9;T;66.8;2029;1;MOC;0.9;50;
VS-2.3-2;V;67.4;2029;1;MCI;-0.4;55;
TE-5.2-7;T;52.2;2030;1;MOC;-9.5;75;
VS-4.1-1;V;83.8;2029;1;MCY;-0.6;55;
VS-4.1-4;V;63.3;2029;1;MOH;-9.3;55;
VS-2.1-6;V;66.2;2027;1;MOS;-2.7;75;
VS-4.2-7;V;56.1;2026;1;MCY;-9.2;100;
VS-5.2-2;V;78.5;2029;1;MOU;9.9;45;
VS-3.1-2;V;85.8;2029;1;MOU;0.2;45;
VS-2.2-9;V;82.2;2030;1;MOU;-2.2;55;
TE-5.2-6;T;69.6;2029;1;MOL;5.0;50;
VS-4.3-8;V;86.2;2026;1;MOU;2.0;75;
TE-5.1-6;T;76.5;2029;1;MOF;-6.8;60;
VS-4.3-6;V;74.5;2029;1;MCY;-6.3;55;
TE-4.3-7;T;71.8;2030;1;MOT;-3.9;60;
TE-5.2-1;T;79.0;2029;1;MOL;9.4;50;
TE-1.1-7;T;66.5;2031;1;MISA;4.6;50;
VS-2.1-8;V;72.4;2026;1;MOS;-8.3;85;
TE-4.2-4;T;62.3;2029;1;MOF;-1.4;60;
VS-5.3-5;V;61.8;2029;1;MOS;-2.7;55;
VS-3.3-9;V;88.9;2028;1;MOH;2.3;55;
TE-2.3-2;T;70.4;2030;1;MOT;-9.4;60;
VS-3.1-9;V;50.3;2027;1;MOH;7.5;80;
TE-2.3-7;T;52.8;2029;1;MOL;-5.2;75;
VS-2.2-2;V;62.8;2029;1;MOS;5.5;45;
TE-1.3-8;T;51.3;2031;1;MOL;0.4;65;
VS-5.3-6;V;68.5;2026;1;MOU;-2.3;85;
TE-2.3-6;T;52.9;2029;1;MOT;7.5;65;
VS-5.3-4;V;50.5;2028;1;MOH;-4.9;80;
VS-5.3-5;V;88.6;2026;1;MOH;-0.3;85;
TE-2.1-8;T;57.7;2030;1;MOL;-1.2;75;
VS-5.2-7;V;65.9;2028;1;MOH;6.5;55;
VS-5.1-3;V;78.3;2029;1;MCI;2.2;45;
TE-2.3-3;T;73.1;2031;1;MOT;9.4;50;
VS-3.3-4;V;80.5;2027;1;MOH;1.0;65;
VS-1.3-9;V;81.7;2030;1;MOH;-0.3;55;
TE-1.3-2;T;75.2;2030;1;MOT;6.0;50;
VS-1.3-6;V;64.2;2029;1;MOS;-0.4;55;
VS-4.1-3;V;61.1;2027;1;MCI;-7.5;75;
TE-2.3-6;T;70.2;2031;1;MOT;6.9;50;
VS-2.3-2;V;81.3;2027;1;MCI;2.0;65;
TE-2.2-8;T;70.6;2031;1;MOL;2.2;50;
TE-3.1-4;T;54.5;2031;1;MOL;6.4;65;
VS-5.3-4;V;86.5;2028;1;MOS;0.7;55;
VS-5.3-6;V;56.7;2028;1;MOU;-1.2;80;
VS-4.2-2;V;51.5;2027;1;MOS;9.8;80;
VS-2.2-3;V;61.8;2026;1;MCI;-4.5;85;
TE-4.3-7;T;67.4;2031;1;MOT;-0.8;60;
TE-4.2-1;T;76.8;2029;1;MISA;4.7;50;
VS-2.3-8;V;77.2;2028;1;MOU;0.1;55;
TE-4.1-6;T;53.5;2029;1;MISA;-0.2;75;
TE-3.3-2;T;71.0;2031;1;MOL;9.0;50;
VS-3.1-8;V;61.8;2026;1;MOU;-2.0;85;
VS-3.2-1;V;73.1;2027;1;MOS;-8.5;75;
TE-4.2-5;T;65.6;2030;1;MOF;0.1;50;
TE-5.1-6;T;65.5;2031;1;MISA;4.4;50;
TE-2.3-7;T;59.0;2029;1;MOF;5.3;65;
VS-1.1-5;V;89.6;2027;1;MOS;-1.7;75;
TE-2.3-2;T;71.0;2030;1;MOC;5.5;50;
TE-4.2-9;T;54.3;2030;1;MOL;-2.0;75;
TE-5.1-9;T;61.5;2031;1;MOT;-1.2;60;
VS-2.3-5;V;83.1;2026;1;MCY;1.4;75;
TE-5.2-9;T;52.6;2029;1;MISA;9.7;65;
VS-3.3-2;V;55.8;2029;1;MOS;9.7;60;
TE-2.3-7;T;78.6;2030;1;MOC;-7.2;60;
TE-1.1-2;T;53.3;2030;1;MOT;4.4;65;
TE-4.3-7;T;62.5;2031;1;MOC;-3.7;60;
TE-1.1-2;T;52.5;2030;1;MOF;8.0;65;
VS-1.2-8;V;63.0;2030;1;MOS;3.3;45;
TE-1.1-6;T;76.2;2031;1;MOT;-1.2;60;
TE-4.2-9;T;56.4;2031;1;MOT;8.3;65;
VS-3.1-5;V;86.4;2026;1;MOS;0.8;75;
VS-1.3-4;V;74.9;2029;1;MOH;-7.4;55;
VS-2.2-6;V;66.0;2026;1;MOH;-8.6;85;
TE-1.2-9;T;68.9;2030;1;MOF;8.4;50;
TE-4.2-4;T;57.4;2031;1;MISA;-3.6;75;
VS-5.2-8;V;79.4;2027;1;MOU;-7.4;75;
VS-2.1-3;V;70.2;2028;1;MCY;-1.6;65;
TE-4.2-3;T;79.1;2031;1;MISA;-1.8;60;
TE-5.1-3;T;59.3;2029;1;MOL;-5.7;75;
TE-4.2-9;T;62.2;2029;1;MOT;7.5;50;
TE-4.3-9;T;52.6;2029;1;MOL;0.4;65;
VS-3.2-7;V;80.4;2029;1;MOH;-1.0;55;
VS-5.1-2;V;50.0;2028;1;MOU;3.1;70;
VS-5.2-4;V;74.9;2026;1;MCY;6.3;75;
VS-5.1-5;V;82.6;2029;1;MOS;0.0;45;
TE-2.3-7;T;68.7;2030;1;MOL;2.0;50;
TE-3.1-7;T;64.6;2030;1;MOF;5.5;50;
TE-4.2-6;T;70.5;2031;1;MOC;5.3;50;
VS-5.3-6;V;55.7;2026;1;MOS;-2.3;100;
VS-4.2-7;V;81.1;2026;1;MCY;-0.3;85;
VS-3.3-3;V;65.2;2030;1;MOS;6.2;45;
TE-3.1-4;T;56.0;2031;1;MOF;-3.9;75;
TE-5.3-2;T;56.4;2030;1;MOL;-5.6;75;
TE-1.3-3;T;72.7;2030;1;MOF;5.3;50;
TE-2.2-8;T;77.4;2030;1;MOF;-2.2;60;
TE-3.1-7;T;75.9;2030;1;MOC;4.5;50;
VS-1.3-9;V;86.3;2030;1;MOU;0.2;45;
VS-1.3-9;V;84.3;2028;1;MOH;-0.4;65;
VS-1.2-9;V;88.4;2027;1;MCI;-0.3;75;
VS-2.3-6;V;76.6;2030;1;MCI;-0.5;55;
TE-5.2-2;T;69.8;2031;1;MOC;-3.1;60;
TE-4.2-7;T;54.9;2030;1;MOT;0.9;65;
VS-2.3-7;V;77.0;2026;1;MOS;-8.6;85;
VS-2.2-4;V;62.5;2026;1;MCY;6.5;75;
VS-1.2-4;V;83.8;2026;1;MCI;0.1;75;
VS-3.3-1;V;87.2;2029;1;MOS;0.5;45;
VS-1.2-9;V;59.7;2029;1;MCI;-9.3;70;
TE-5.1-9;T;64.6;2029;1;MISA;-2.4;60;
TE-3.3-1;T;79.9;2031;1;MOF;-7.4;60;
TE-2.1-7;T;74.8;2030;1;MOC;-0.9;60;
TE-4.2-5;T;63.6;2029;1;MOL;-1.9;60;
TE-2.1-7;T;61.6;2029;1;MOC;4.5;50;
VS-2.3-6;V;54.1;2029;1;MOS;-8.3;70;
VS-2.2-3;V;52.8;2027;1;MCI;8.7;80;
TE-3.3-2;T;72.2;2031;1;MOL;4.9;50;
VS-3.3-5;V;51.2;2028;1;MCI;-9.1;80;
VS-4.3-4;V;85.6;2028;1;MCY;-0.8;65;
VS-4.2-6;V;57.6;2027;1;MCI;-4.1;90;
VS-1.2-1;V;70.1;2028;1;MOS;8.7;55;
TE-4.3-1;T;71.2;2029;1;MISA;3.1;50;
TE-1.3-5;T;72.9;2030;1;MOC;-5.1;60;
TE-5.1-4;T;65.9;2031;1;MISA;-7.1;60;
TE-2.3-3;T;79.7;2031;1;MISA;5.1;50;
TE-5.2-4;T;50.5;2029;1;MOC;-8.4;75;
TE-3.1-6;T;69.6;2031;1;MOT;-7.0;60;
TE-1.3-8;T;75.7;2031;1;MOT;4.7;50;
TE-1.1-4;T;69.2;2030;1;MOF;-6.2;60;
TE-1.3-8;T;55.8;2029;1;MOF;9.7;65;
VS-3.2-1;V;55.0;2030;1;MCI;7.7;60;
VS-5.2-7;V;77.5;2029;1;MCI;-3.1;55;
VS-5.3-4;V;59.9;2030;1;MOH;-5.3;70;
VS-2.2-7;V;59.2;2029;1;MOS;4.6;60;
TE-4.1-8;T;52.5;2031;1;MOL;-0.5;75;
VS-2.3-9;V;88.1;2030;1;MCY;0.4;45;
VS-2.3-3;V;54.5;2027;1;MCY;9.1;80;
TE-2.3-3;T;65.3;2030;1;MOL;0.0;50;
TE-3.2-8;T;77.4;2029;1;MOL;-5.4;60;
TE-1.2-5;T;51.0;2029;1;MOL;6.2;65;
TE-5.2-4;T;72.2;2029;1;MISA;-9.2;60;
TE-1.3-3;T;73.6;2029;1;MOL;3.2;50;
VS-3.2-2;V;71.3;2029;1;MOU;-2.3;55;
TE-5.2-9;T;51.4;2029;1;MOT;4.3;65;
VS-3.3-4;V;50.2;2028;1;MCI;-1.2;80;
VS-1.3-9;V;84.8;2026;1;MOU;-2.1;85;
VS-4.1-7;V;61.3;2029;1;MOU;0.5;45;
TE-1.3-7;T;73.4;2030;1;MISA;-8.5;60;
VS-3.3-8;V;68.0;2026;1;MCY;3.1;75;
VS-4.3-3;V;85.7;2026;1;MCY;-1.1;85;
VS-4.1-2;V;50.5;2026;1;MOH;3.3;90;
VS-5.3-1;V;61.0;2030;1;MOH;2.6;45;
VS-3.3-4;V;81.8;2026;1;MOH;-0.8;85;
VS-1.2-3;V;64.2;2029;1;MOH;0.3;45;
TE-1.1-8;T;50.7;2030;1;MOT;-7.6;75;
TE-1.1-2;T;79.7;2029;1;MISA;9.7;50;
TE-3.3-9;T;53.4;2030;1;MOF;4.8;65;
TE-3.3-2;T;65.3;2030;1;MOF;0.3;50;
VS-5.1-5;V;54.1;2027;1;MCI;2.9;80;
TE-1.3-8;T;54.3;2029;1;MOC;-2.8;75;
VS-2.1-9;V;62.2;2030;1;MCY;7.6;45;
TE-4.3-3;T;77.1;2031;1;MOL;-5.0;60;
TE-2.1-9;T;61.0;2029;1;MOL;-7.4;60;
TE-5.1-9;T;57.1;2029;1;MOT;9.6;65;
TE-4.3-5;T;74.6;2029;1;MISA;-3.3;60;
VS-2.2-6;V;73.3;2026;1;MCI;7.0;75;
TE-5.2-8;T;52.7;2031;1;MOC;5.7;65;
TE-5.1-8;T;76.8;2031;1;MOL;9.5;50;
VS-2.2-1;V;79.5;2026;1;MCI;-4.0;85;
TE-3.3-7;T;61.2;2031;1;MISA;-8.7;60;
TE-2.3-9;T;57.8;2029;1;MOF;-6.1;75;
VS-1.1-4;V;69.7;2030;1;MCI;2.1;45;
VS-3.3-4;V;53.5;2026;1;MCY;-8.7;100;
VS-1.1-8;V;80.7;2027;1;MOH;-1.6;75;
VS-1.2-5;V;87.3;2026;1;MCI;-0.1;85;
TE-1.2-5;T;61.7;2031;1;MOL;5.2;50;
TE-4.2-9;T;61.7;2030;1;MOC;-3.2;60;
VS-5.2-6;V;58.8;2028;1;MCY;6.8;70;
TE-2.3-1;T;77.7;2030;1;MOL;8.7;50;
TE-5.2-8;T;55.3;2031;1;MOC;9.5;65;
VS-4.1-7;V;68.9;2030;1;MCI;8.1;45;
TE-5.1-7;T;51.7;2031;1;MOC;-0.6;75;
TE-3.2-6;T;62.7;2031;1;MOC;-8.7;60;
TE-2.3-8;T;65.9;2029;1;MOL;-7.0;60;
TE-3.3-2;T;67.8;2030;1;MISA;7.3;50;
VS-2.3-6;V;85.5;2028;1;MCY;-1.1;65;
TE-3.1-7;T;52.1;2030;1;MISA;-8.3;75;
VS-1.1-5;V;76.8;2028;1;MCY;-1.5;65;
VS-4.3-7;V;81.7;2026;1;MOH;-1.3;85;
VS-3.3-8;V;75.4;2027;1;MCY;6.0;65;
TE-2.2-2;T;77.0;2031;1;MOC;-1.7;60;
VS-5.2-4;V;83.2;2028;1;MOS;-0.8;65;
VS-2.2-1;V;76.4;2027;1;MCI;-3.2;75;
VS-5.3-5;V;81.5;2028;1;MOS;1.5;55;
VS-2.3-1;V;73.3;2026;1;MCY;-4.6;85;
VS-2.1-8;V;72.2;2026;1;MOU;-1.3;85;
VS-2.2-5;V;53.5;2030;1;MCY;-3.2;70;
TE-4.3-9;T;78.0;2031;1;MOC;8.3;50;
VS-5.2-6;V;60.6;2026;1;MCI;5.0;75;
VS-5.1-9;V;61.1;2026;1;MOH;-8.2;85;
TE-5.1-2;T;60.1;2029;1;MOF;-0.8;60;
VS-5.2-5;V;75.4;2026;1;MOS;4.8;75;
TE-4.2-7;T;68.1;2031;1;MOC;3.1;50;
VS-4.3-2;V;59.3;2026;1;MOU;-9.9;100;
VS-3.3-8;V;60.7;2028;1;MOS;0.7;55;
TE-3.3-5;T;76.1;2029;1;MOT;-4.2;60;
TE-1.2-9;T;64.5;2030;1;MISA;4.3;50;
TE-2.3-8;T;52.7;2031;1;MISA;-3.8;75;
VS-2.3-2;V;83.1;2027;1;MOH;2.0;65;
TE-3.2-5;T;70.6;2029;1;MOT;-6.5;60;
VS-3.1-5;V;71.1;2030;1;MOU;1.2;45;
VS-2.3-2;V;86.1;2028;1;MCI;0.8;55;
VS-2.2-2;V;60.5;2026;1;MCI;-5.6;85;
VS-1.1-3;V;54.4;2029;1;MCI;0.6;60;
VS-4.1-2;V;84.3;2026;1;MCI;-1.9;85;
VS-1.2-8;V;60.4;2028;1;MCY;3.0;55;
VS-2.1-8;V;70.0;2027;1;MOH;3.4;65;
